Sexo;Comunidades y Ciudades Autónomas;Nacionalidad;Periodo;Total
Hombres;08 Castilla - La Mancha;Total;2021;11.55
Hombres;08 Castilla - La Mancha;Total;2020;13.62
Hombres;08 Castilla - La Mancha;Total;2019;12.23
Hombres;08 Castilla - La Mancha;Total;2018;13.59
Hombres;08 Castilla - La Mancha;Total;2017;16.76
Hombres;08 Castilla - La Mancha;Total;2016;19.96
Hombres;08 Castilla - La Mancha;Total;2015;22.54
Hombres;08 Castilla - La Mancha;Total;2014;26.05
Hombres;08 Castilla - La Mancha;Total;2013;27.49
Hombres;08 Castilla - La Mancha;Total;2012;25.81
Hombres;08 Castilla - La Mancha;Total;2011;20.88
Hombres;08 Castilla - La Mancha;Total;2010;19.22
Hombres;08 Castilla - La Mancha;Total;2009;17.19
Hombres;08 Castilla - La Mancha;Total;2008;9.29
Hombres;08 Castilla - La Mancha;Total;2007;5.22
Hombres;08 Castilla - La Mancha;Total;2006;5.33
Hombres;08 Castilla - La Mancha;Española;2021;11.25
Hombres;08 Castilla - La Mancha;Española;2020;12.37
Hombres;08 Castilla - La Mancha;Española;2019;11.52
Hombres;08 Castilla - La Mancha;Española;2018;12.66
Hombres;08 Castilla - La Mancha;Española;2017;15.75
Hombres;08 Castilla - La Mancha;Española;2016;18.54
Hombres;08 Castilla - La Mancha;Española;2015;21.3
Hombres;08 Castilla - La Mancha;Española;2014;24.78
Hombres;08 Castilla - La Mancha;Española;2013;25.3
Hombres;08 Castilla - La Mancha;Española;2012;23.64
Hombres;08 Castilla - La Mancha;Española;2011;19.33
Hombres;08 Castilla - La Mancha;Española;2010;16.77
Hombres;08 Castilla - La Mancha;Española;2009;14.57
Hombres;08 Castilla - La Mancha;Española;2008;8.02
Hombres;08 Castilla - La Mancha;Española;2007;4.33
Hombres;08 Castilla - La Mancha;Española;2006;4.91
Hombres;08 Castilla - La Mancha;Extranjera: Total;2021;14.05
Hombres;08 Castilla - La Mancha;Extranjera: Total;2020;23.67
Hombres;08 Castilla - La Mancha;Extranjera: Total;2019;17.58
Hombres;08 Castilla - La Mancha;Extranjera: Total;2018;21.41
Hombres;08 Castilla - La Mancha;Extranjera: Total;2017;25.3
Hombres;08 Castilla - La Mancha;Extranjera: Total;2016;32.01
Hombres;08 Castilla - La Mancha;Extranjera: Total;2015;33.17
Hombres;08 Castilla - La Mancha;Extranjera: Total;2014;36.78
Hombres;08 Castilla - La Mancha;Extranjera: Total;2013;44.3
Hombres;08 Castilla - La Mancha;Extranjera: Total;2012;40.98
Hombres;08 Castilla - La Mancha;Extranjera: Total;2011;31.09
Hombres;08 Castilla - La Mancha;Extranjera: Total;2010;34.49
Hombres;08 Castilla - La Mancha;Extranjera: Total;2009;33.08
Hombres;08 Castilla - La Mancha;Extranjera: Total;2008;17.19
Hombres;08 Castilla - La Mancha;Extranjera: Total;2007;11.96
Hombres;08 Castilla - La Mancha;Extranjera: Total;2006;9.2
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2021;13.53
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2020;17.54
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2019;12.8
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2018;16.62
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2017;22.09
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2016;22.71
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2015;25.51
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2014;30.87
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2013;36.7
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2012;35.5
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2011;28.88
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2010;29.28
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2009;25.75
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2008;14.74
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2007;12.7
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2006;2.03
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2021;14.4
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2020;27.7
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2019;22.64
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2018;26.45
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2017;29.12
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2016;40.54
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2015;40.95
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2014;43.35
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2013;49.77
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2012;45.66
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2011;32.58
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2010;38.41
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2009;39.91
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2008;19.28
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2007;11.33
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2006;9.48
Hombres;09 Cataluña;Total;2021;10.37
Hombres;09 Cataluña;Total;2020;11.91
Hombres;09 Cataluña;Total;2019;10.59
Hombres;09 Cataluña;Total;2018;10.95
Hombres;09 Cataluña;Total;2017;12.52
Hombres;09 Cataluña;Total;2016;14.61
Hombres;09 Cataluña;Total;2015;17.84
Hombres;09 Cataluña;Total;2014;20.64
Hombres;09 Cataluña;Total;2013;23.74
Hombres;09 Cataluña;Total;2012;23.19
Hombres;09 Cataluña;Total;2011;19.77
Hombres;09 Cataluña;Total;2010;18.59
Hombres;09 Cataluña;Total;2009;17.21
Hombres;09 Cataluña;Total;2008;9.04
Hombres;09 Cataluña;Total;2007;5.59
Hombres;09 Cataluña;Total;2006;5.24
Hombres;09 Cataluña;Española;2021;8.98
Hombres;09 Cataluña;Española;2020;10.19
Hombres;09 Cataluña;Española;2019;8.92
Hombres;09 Cataluña;Española;2018;9.16
Hombres;09 Cataluña;Española;2017;10.85
Hombres;09 Cataluña;Española;2016;12.56
Hombres;09 Cataluña;Española;2015;15.22
Hombres;09 Cataluña;Española;2014;18.01
Hombres;09 Cataluña;Española;2013;19.94
Hombres;09 Cataluña;Española;2012;19.21
Hombres;09 Cataluña;Española;2011;15.89
Hombres;09 Cataluña;Española;2010;15.11
Hombres;09 Cataluña;Española;2009;13.45
Hombres;09 Cataluña;Española;2008;7.03
Hombres;09 Cataluña;Española;2007;4.51
Hombres;09 Cataluña;Española;2006;4.32
Hombres;09 Cataluña;Extranjera: Total;2021;16.9
Hombres;09 Cataluña;Extranjera: Total;2020;20.28
Hombres;09 Cataluña;Extranjera: Total;2019;18.52
Hombres;09 Cataluña;Extranjera: Total;2018;20.77
Hombres;09 Cataluña;Extranjera: Total;2017;21.87
Hombres;09 Cataluña;Extranjera: Total;2016;26.09
Hombres;09 Cataluña;Extranjera: Total;2015;33.32
Hombres;09 Cataluña;Extranjera: Total;2014;35.48
Hombres;09 Cataluña;Extranjera: Total;2013;41.7
Hombres;09 Cataluña;Extranjera: Total;2012;41.22
Hombres;09 Cataluña;Extranjera: Total;2011;36.25
Hombres;09 Cataluña;Extranjera: Total;2010;32.85
Hombres;09 Cataluña;Extranjera: Total;2009;32.27
Hombres;09 Cataluña;Extranjera: Total;2008;17.2
Hombres;09 Cataluña;Extranjera: Total;2007;10.49
Hombres;09 Cataluña;Extranjera: Total;2006;9.65
Hombres;09 Cataluña;Extranjera: Unión Europea;2021;11.91
Hombres;09 Cataluña;Extranjera: Unión Europea;2020;12.32
Hombres;09 Cataluña;Extranjera: Unión Europea;2019;9.34
Hombres;09 Cataluña;Extranjera: Unión Europea;2018;14.1
Hombres;09 Cataluña;Extranjera: Unión Europea;2017;14.07
Hombres;09 Cataluña;Extranjera: Unión Europea;2016;14.04
Hombres;09 Cataluña;Extranjera: Unión Europea;2015;19.03
Hombres;09 Cataluña;Extranjera: Unión Europea;2014;20.16
Hombres;09 Cataluña;Extranjera: Unión Europea;2013;24.82
Hombres;09 Cataluña;Extranjera: Unión Europea;2012;17.84
Hombres;09 Cataluña;Extranjera: Unión Europea;2011;19.46
Hombres;09 Cataluña;Extranjera: Unión Europea;2010;21.85
Hombres;09 Cataluña;Extranjera: Unión Europea;2009;20.67
Hombres;09 Cataluña;Extranjera: Unión Europea;2008;8.86
Hombres;09 Cataluña;Extranjera: Unión Europea;2007;7.6
Hombres;09 Cataluña;Extranjera: Unión Europea;2006;5.36
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2021;18.47
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2020;22.6
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2019;22.21
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2018;23.22
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2017;24.57
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2016;30.18
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2015;37.32
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2014;39.89
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2013;46.57
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2012;47.71
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2011;40.91
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2010;36.38
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2009;35.25
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2008;19.37
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2007;11.22
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2006;10.15
Hombres;10 Comunitat Valenciana;Total;2021;14
Hombres;10 Comunitat Valenciana;Total;2020;14.33
Hombres;10 Comunitat Valenciana;Total;2019;11.79
Hombres;10 Comunitat Valenciana;Total;2018;14
Hombres;10 Comunitat Valenciana;Total;2017;16.47
Hombres;10 Comunitat Valenciana;Total;2016;18.91
Hombres;10 Comunitat Valenciana;Total;2015;21.91
Hombres;10 Comunitat Valenciana;Total;2014;25.01
Hombres;10 Comunitat Valenciana;Total;2013;27.08
Hombres;10 Comunitat Valenciana;Total;2012;27.35
Hombres;10 Comunitat Valenciana;Total;2011;23.7
Hombres;10 Comunitat Valenciana;Total;2010;22.93
Hombres;10 Comunitat Valenciana;Total;2009;20.97
Hombres;10 Comunitat Valenciana;Total;2008;10.91
Hombres;10 Comunitat Valenciana;Total;2007;6.9
Hombres;10 Comunitat Valenciana;Total;2006;6.41
Hombres;10 Comunitat Valenciana;Española;2021;12.2
Hombres;10 Comunitat Valenciana;Española;2020;12.87
Hombres;10 Comunitat Valenciana;Española;2019;11.23
Hombres;10 Comunitat Valenciana;Española;2018;12.86
Hombres;10 Comunitat Valenciana;Española;2017;15.48
Hombres;10 Comunitat Valenciana;Española;2016;17.99
Hombres;10 Comunitat Valenciana;Española;2015;20.46
Hombres;10 Comunitat Valenciana;Española;2014;22.94
Hombres;10 Comunitat Valenciana;Española;2013;25.17
Hombres;10 Comunitat Valenciana;Española;2012;24.87
Hombres;10 Comunitat Valenciana;Española;2011;20.33
Hombres;10 Comunitat Valenciana;Española;2010;19.56
Hombres;10 Comunitat Valenciana;Española;2009;17.69
Hombres;10 Comunitat Valenciana;Española;2008;8.95
Hombres;10 Comunitat Valenciana;Española;2007;5.64
Hombres;10 Comunitat Valenciana;Española;2006;5.76
Hombres;10 Comunitat Valenciana;Extranjera: Total;2021;24.07
Hombres;10 Comunitat Valenciana;Extranjera: Total;2020;21.95
Hombres;10 Comunitat Valenciana;Extranjera: Total;2019;14.92
Hombres;10 Comunitat Valenciana;Extranjera: Total;2018;20.34
Hombres;10 Comunitat Valenciana;Extranjera: Total;2017;22.19
Hombres;10 Comunitat Valenciana;Extranjera: Total;2016;24.36
Hombres;10 Comunitat Valenciana;Extranjera: Total;2015;30.26
Hombres;10 Comunitat Valenciana;Extranjera: Total;2014;36.29
Hombres;10 Comunitat Valenciana;Extranjera: Total;2013;37.15
Hombres;10 Comunitat Valenciana;Extranjera: Total;2012;39.35
Hombres;10 Comunitat Valenciana;Extranjera: Total;2011;40.03
Hombres;10 Comunitat Valenciana;Extranjera: Total;2010;38.37
Hombres;10 Comunitat Valenciana;Extranjera: Total;2009;34.74
Hombres;10 Comunitat Valenciana;Extranjera: Total;2008;19.22
Hombres;10 Comunitat Valenciana;Extranjera: Total;2007;12.53
Hombres;10 Comunitat Valenciana;Extranjera: Total;2006;9.8
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2021;20.11
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2020;18.06
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2019;10.3
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2018;15.34
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2017;16.54
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2016;25.82
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2015;32.38
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2014;26.91
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2013;31.06
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2012;37.36
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2011;34.81
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2010;31.55
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2009;32.41
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2008;16.28
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2007;15.17
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2006;7.05
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2021;26.16
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2020;24.6
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2019;18.52
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2018;24.28
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2017;26.98
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2016;23.16
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2015;28.82
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2014;43.03
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2013;41.52
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2012;40.41
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2011;43.09
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2010;42.72
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2009;35.98
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2008;20.62
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2007;11.21
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2006;10.27
Hombres;11 Extremadura;Total;2021;15.25
Hombres;11 Extremadura;Total;2020;18.03
Hombres;11 Extremadura;Total;2019;16.6
Hombres;11 Extremadura;Total;2018;19.38
Hombres;11 Extremadura;Total;2017;22.7
Hombres;11 Extremadura;Total;2016;23.74
Hombres;11 Extremadura;Total;2015;25.67
Hombres;11 Extremadura;Total;2014;27.18
Hombres;11 Extremadura;Total;2013;32.26
Hombres;11 Extremadura;Total;2012;30.86
Hombres;11 Extremadura;Total;2011;23.03
Hombres;11 Extremadura;Total;2010;20.57
Hombres;11 Extremadura;Total;2009;17.52
Hombres;11 Extremadura;Total;2008;11.09
Hombres;11 Extremadura;Total;2007;9.27
Hombres;11 Extremadura;Total;2006;9.94
Hombres;11 Extremadura;Española;2021;15.27
Hombres;11 Extremadura;Española;2020;17.72
Hombres;11 Extremadura;Española;2019;16.7
Hombres;11 Extremadura;Española;2018;18.69
Hombres;11 Extremadura;Española;2017;22.06
Hombres;11 Extremadura;Española;2016;23.41
Hombres;11 Extremadura;Española;2015;24.96
Hombres;11 Extremadura;Española;2014;27.08
Hombres;11 Extremadura;Española;2013;31.33
Hombres;11 Extremadura;Española;2012;29.67
Hombres;11 Extremadura;Española;2011;22.25
Hombres;11 Extremadura;Española;2010;20.03
Hombres;11 Extremadura;Española;2009;17.25
Hombres;11 Extremadura;Española;2008;10.96
Hombres;11 Extremadura;Española;2007;8.84
Hombres;11 Extremadura;Española;2006;9.78
Hombres;11 Extremadura;Extranjera: Total;2021;14.85
Hombres;11 Extremadura;Extranjera: Total;2020;27.39
Hombres;11 Extremadura;Extranjera: Total;2019;13.46
Hombres;11 Extremadura;Extranjera: Total;2018;36.57
Hombres;11 Extremadura;Extranjera: Total;2017;44.66
Hombres;11 Extremadura;Extranjera: Total;2016;34.39
Hombres;11 Extremadura;Extranjera: Total;2015;49.44
Hombres;11 Extremadura;Extranjera: Total;2014;30.01
Hombres;11 Extremadura;Extranjera: Total;2013;58.5
Hombres;11 Extremadura;Extranjera: Total;2012;58.08
Hombres;11 Extremadura;Extranjera: Total;2011;43
Hombres;11 Extremadura;Extranjera: Total;2010;34.46
Hombres;11 Extremadura;Extranjera: Total;2009;23.82
Hombres;11 Extremadura;Extranjera: Total;2008;14.53
Hombres;11 Extremadura;Extranjera: Total;2007;24.03
Hombres;11 Extremadura;Extranjera: Total;2006;15.31
Hombres;11 Extremadura;Extranjera: Unión Europea;2021;11.61
Hombres;11 Extremadura;Extranjera: Unión Europea;2020;31.17
Hombres;11 Extremadura;Extranjera: Unión Europea;2019;..
Hombres;11 Extremadura;Extranjera: Unión Europea;2018;42.02
Hombres;11 Extremadura;Extranjera: Unión Europea;2017;15.87
Hombres;11 Extremadura;Extranjera: Unión Europea;2016;38.31
Hombres;11 Extremadura;Extranjera: Unión Europea;2015;44.56
Hombres;11 Extremadura;Extranjera: Unión Europea;2014;14.99
Hombres;11 Extremadura;Extranjera: Unión Europea;2013;42.42
Hombres;11 Extremadura;Extranjera: Unión Europea;2012;47.46
Hombres;11 Extremadura;Extranjera: Unión Europea;2011;31.81
Hombres;11 Extremadura;Extranjera: Unión Europea;2010;33.75
Hombres;11 Extremadura;Extranjera: Unión Europea;2009;14.41
Hombres;11 Extremadura;Extranjera: Unión Europea;2008;1.93
Hombres;11 Extremadura;Extranjera: Unión Europea;2007;41.64
Hombres;11 Extremadura;Extranjera: Unión Europea;2006;6.78
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2021;17.49
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2020;23.85
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2019;22.02
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2018;34.53
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2017;62.61
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2016;28.23
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2015;56.13
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2014;42.85
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2013;72.39
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2012;66.07
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2011;49.79
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2010;35.27
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2009;33.54
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2008;22.59
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2007;15.69
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2006;17.63
Hombres;12 Galicia;Total;2021;10.6
Hombres;12 Galicia;Total;2020;10.89
Hombres;12 Galicia;Total;2019;10.75
Hombres;12 Galicia;Total;2018;12.38
Hombres;12 Galicia;Total;2017;15.01
Hombres;12 Galicia;Total;2016;16.54
Hombres;12 Galicia;Total;2015;18.65
Hombres;12 Galicia;Total;2014;21.62
Hombres;12 Galicia;Total;2013;22.32
Hombres;12 Galicia;Total;2012;20.8
Hombres;12 Galicia;Total;2011;16.56
Hombres;12 Galicia;Total;2010;14.59
Hombres;12 Galicia;Total;2009;11.66
Hombres;12 Galicia;Total;2008;7.35
Hombres;12 Galicia;Total;2007;5.72
Hombres;12 Galicia;Total;2006;5.98
Hombres;12 Galicia;Española;2021;10.08
Hombres;12 Galicia;Española;2020;10.36
Hombres;12 Galicia;Española;2019;10.41
Hombres;12 Galicia;Española;2018;12.02
Hombres;12 Galicia;Española;2017;14.54
Hombres;12 Galicia;Española;2016;15.94
Hombres;12 Galicia;Española;2015;18.35
Hombres;12 Galicia;Española;2014;21.15
Hombres;12 Galicia;Española;2013;21.79
Hombres;12 Galicia;Española;2012;19.92
Hombres;12 Galicia;Española;2011;15.62
Hombres;12 Galicia;Española;2010;14.14
Hombres;12 Galicia;Española;2009;11.28
Hombres;12 Galicia;Española;2008;7.09
Hombres;12 Galicia;Española;2007;5.44
Hombres;12 Galicia;Española;2006;5.84
Hombres;12 Galicia;Extranjera: Total;2021;19.71
Hombres;12 Galicia;Extranjera: Total;2020;20.46
Hombres;12 Galicia;Extranjera: Total;2019;17.29
Hombres;12 Galicia;Extranjera: Total;2018;20.12
Hombres;12 Galicia;Extranjera: Total;2017;25.43
Hombres;12 Galicia;Extranjera: Total;2016;31.45
Hombres;12 Galicia;Extranjera: Total;2015;25.83
Hombres;12 Galicia;Extranjera: Total;2014;31.37
Hombres;12 Galicia;Extranjera: Total;2013;34.21
Hombres;12 Galicia;Extranjera: Total;2012;38.25
Hombres;12 Galicia;Extranjera: Total;2011;34.88
Hombres;12 Galicia;Extranjera: Total;2010;23.54
Hombres;12 Galicia;Extranjera: Total;2009;18.91
Hombres;12 Galicia;Extranjera: Total;2008;13.27
Hombres;12 Galicia;Extranjera: Total;2007;13.19
Hombres;12 Galicia;Extranjera: Total;2006;10.03
Hombres;12 Galicia;Extranjera: Unión Europea;2021;12.21
Hombres;12 Galicia;Extranjera: Unión Europea;2020;18.5
Hombres;12 Galicia;Extranjera: Unión Europea;2019;15.08
Hombres;12 Galicia;Extranjera: Unión Europea;2018;19.82
Hombres;12 Galicia;Extranjera: Unión Europea;2017;22.37
Hombres;12 Galicia;Extranjera: Unión Europea;2016;40.9
Hombres;12 Galicia;Extranjera: Unión Europea;2015;18.44
Hombres;12 Galicia;Extranjera: Unión Europea;2014;30.04
Hombres;12 Galicia;Extranjera: Unión Europea;2013;34.42
Hombres;12 Galicia;Extranjera: Unión Europea;2012;32.27
Hombres;12 Galicia;Extranjera: Unión Europea;2011;23.91
Hombres;12 Galicia;Extranjera: Unión Europea;2010;19.51
Hombres;12 Galicia;Extranjera: Unión Europea;2009;11.64
Hombres;12 Galicia;Extranjera: Unión Europea;2008;8.77
Hombres;12 Galicia;Extranjera: Unión Europea;2007;16.24
Hombres;12 Galicia;Extranjera: Unión Europea;2006;..
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2021;22.41
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2020;21.26
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2019;18.4
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2018;20.3
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2017;27.06
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2016;26.28
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2015;30.81
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2014;32.07
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2013;34.09
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2012;41.24
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2011;38.85
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2010;25.24
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2009;21.38
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2008;14.94
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2007;11.81
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2006;13.74
Hombres;13 Madrid. Comunidad de;Total;2021;10.66
Hombres;13 Madrid. Comunidad de;Total;2020;11.57
Hombres;13 Madrid. Comunidad de;Total;2019;9.81
Hombres;13 Madrid. Comunidad de;Total;2018;11.62
Hombres;13 Madrid. Comunidad de;Total;2017;12.79
Hombres;13 Madrid. Comunidad de;Total;2016;15.01
Hombres;13 Madrid. Comunidad de;Total;2015;16.81
Hombres;13 Madrid. Comunidad de;Total;2014;17.95
Hombres;13 Madrid. Comunidad de;Total;2013;19.22
Hombres;13 Madrid. Comunidad de;Total;2012;19.1
Hombres;13 Madrid. Comunidad de;Total;2011;16.4
Hombres;13 Madrid. Comunidad de;Total;2010;15.57
Hombres;13 Madrid. Comunidad de;Total;2009;13.91
Hombres;13 Madrid. Comunidad de;Total;2008;7.85
Hombres;13 Madrid. Comunidad de;Total;2007;4.92
Hombres;13 Madrid. Comunidad de;Total;2006;4.64
Hombres;13 Madrid. Comunidad de;Española;2021;9.71
Hombres;13 Madrid. Comunidad de;Española;2020;10.02
Hombres;13 Madrid. Comunidad de;Española;2019;8.64
Hombres;13 Madrid. Comunidad de;Española;2018;10.27
Hombres;13 Madrid. Comunidad de;Española;2017;11.45
Hombres;13 Madrid. Comunidad de;Española;2016;13.16
Hombres;13 Madrid. Comunidad de;Española;2015;14.71
Hombres;13 Madrid. Comunidad de;Española;2014;15.09
Hombres;13 Madrid. Comunidad de;Española;2013;16.51
Hombres;13 Madrid. Comunidad de;Española;2012;15.59
Hombres;13 Madrid. Comunidad de;Española;2011;13.76
Hombres;13 Madrid. Comunidad de;Española;2010;13.06
Hombres;13 Madrid. Comunidad de;Española;2009;10.55
Hombres;13 Madrid. Comunidad de;Española;2008;6.46
Hombres;13 Madrid. Comunidad de;Española;2007;4.26
Hombres;13 Madrid. Comunidad de;Española;2006;4.19
Hombres;13 Madrid. Comunidad de;Extranjera: Total;2021;15.76
Hombres;13 Madrid. Comunidad de;Extranjera: Total;2020;19.77
Hombres;13 Madrid. Comunidad de;Extranjera: Total;2019;16.3
Hombres;13 Madrid. Comunidad de;Extranjera: Total;2018;19.55
Hombres;13 Madrid. Comunidad de;Extranjera: Total;2017;21.11
Hombres;13 Madrid. Comunidad de;Extranjera: Total;2016;26.06
Hombres;13 Madrid. Comunidad de;Extranjera: Total;2015;29.59
Hombres;13 Madrid. Comunidad de;Extranjera: Total;2014;34.43
Hombres;13 Madrid. Comunidad de;Extranjera: Total;2013;33.85
